FUND,,Security Code,Name of Security,Quantity (Share),Buy/Sell,Broker,Trade Date,Settlement Date,Avg. Dealing Price
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,606,CHINA AGRI-INDUSTRIES HOLDINGS LTD,1889000,Sell,UBS SECURITIES LLC,1/20/2015,1/22/2015,3.1065
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,916,CHINA LONGYUAN POWER GROUP CORP,2483000,Sell,UBS SECURITIES LLC,1/20/2015,1/22/2015,8.5056
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1068,CHINA YURUN FOOD GROUP LTD,400000,Sell,ESSENCE INTERNATIONAL SEC,1/20/2015,1/22/2015,3.0041
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1115,TIBET 5100 WATER RESOURCES HOLDINGS LTD,10000,Sell,ESSENCE INTERNATIONAL SEC,1/20/2015,1/22/2015,2.64
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1900,CHINA ITS HOLDINGS CO LTD,300000,Sell,ESSENCE INTERNATIONAL SEC,1/20/2015,1/22/2015,0.9903
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3836,CHINA HARMONY AUTO HOLDING LTD,80500,Sell,UBS SECURITIES LLC,1/20/2015,1/22/2015,5.3568
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,6899,OURGAME INTERNATIONAL HOLDINGS LTD,300000,Sell,ESSENCE INTERNATIONAL SEC,1/20/2015,1/22/2015,3.0135
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,388,HONG KONG EXCHANGES & CLEARING LTD,50000,Buy,HAITONG SECURITIES CO LTD,1/21/2015,1/23/2015,177.305
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,700,TENCENT HOLDINGS LTD,200000,Buy,HAITONG SECURITIES CO LTD,1/21/2015,1/23/2015,128.445
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1093,CSPC PHARMACEUTICAL GROUP LTD,1216000,Buy,HAITONG SECURITIES CO LTD,1/21/2015,1/23/2015,6.7376
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2313,SHENZHOU INTERNATIONAL GROUP HOLDINGS LTD,20000,Buy,HAITONG SECURITIES CO LTD,1/21/2015,1/23/2015,27.3
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,606,CHINA AGRI-INDUSTRIES HOLDINGS LTD,2000000,Sell,CITIGROUP,1/21/2015,1/23/2015,3.1232
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,916,CHINA LONGYUAN POWER GROUP CORP,5107000,Sell,CHINA CONSTRUCTION BANK,1/21/2015,1/23/2015,8.537
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1370,HENGSHI MINING INVESTMENTS LTD,20000,Sell,CHINA CONSTRUCTION BANK,1/21/2015,1/23/2015,2.474
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2018,AAC TECHNOLOGIES HOLDINGS INC,100000,Sell,HAITONG SECURITIES CO LTD,1/21/2015,1/23/2015,47.986
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,606,CHINA AGRI-INDUSTRIES HOLDINGS LTD,1645000,Sell,CHINA CONSTRUCTION BANK,1/22/2015,1/26/2015,3.1112
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,754,HOPSON DEVELOPMENT HOLDINGS LIMITED,54000,Sell,ESSENCE INTERNATIONAL SEC,1/22/2015,1/26/2015,7.1
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,816,HUADIAN FUXIN ENERGY CORP LTD,1000000,Sell,ESSENCE INTERNATIONAL SEC,1/22/2015,1/26/2015,3.745
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,916,CHINA LONGYUAN POWER GROUP CORP,2996000,Sell,UBS SECURITIES LLC,1/22/2015,1/26/2015,8.6434
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2018,AAC TECHNOLOGIES HOLDINGS INC,100000,Sell,ESSENCE INTERNATIONAL SEC,1/22/2015,1/26/2015,46.4013
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2357,AVICHINA INDUSTRY & TECHNOLOGY CO LTD,1000000,Sell,ESSENCE INTERNATIONAL SEC,1/22/2015,1/26/2015,5.1822
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,6899,OURGAME INTERNATIONAL HOLDINGS LTD,79000,Sell,ESSENCE INTERNATIONAL SEC,1/22/2015,1/26/2015,3.2132
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,939,CHINA CONSTRUCTION BANK CORP,3000000,Buy,SHENYIN WANGUO,1/23/2015,1/27/2015,6.4844
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1093,CSPC PHARMACEUTICAL GROUP LTD,600000,Buy,SHENYIN WANGUO,1/23/2015,1/27/2015,6.7107
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,606,CHINA AGRI-INDUSTRIES HOLDINGS LTD,1971000,Sell,CHINA CONSTRUCTION BANK,1/23/2015,1/27/2015,3.1094
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,754,HOPSON DEVELOPMENT HOLDINGS LIMITED,120000,Sell,SHENYIN WANGUO,1/23/2015,1/27/2015,7.1315
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,816,HUADIAN FUXIN ENERGY CORP LTD,1000000,Sell,SHENYIN WANGUO,1/23/2015,1/27/2015,3.7458
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,916,CHINA LONGYUAN POWER GROUP CORP,1463000,Sell,CITIGROUP,1/23/2015,1/27/2015,8.7855
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1370,HENGSHI MINING INVESTMENTS LTD,20000,Sell,CHINA CONSTRUCTION BANK,1/23/2015,1/27/2015,2.444
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,6899,OURGAME INTERNATIONAL HOLDINGS LTD,234000,Sell,SHENYIN WANGUO,1/23/2015,1/27/2015,3.2022
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,384,CHINA GAS HOLDINGS LTD,600000,Sell,CITIGROUP,1/27/2015,1/29/2015,11.9316
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,606,CHINA AGRI-INDUSTRIES HOLDINGS LTD,497000,Sell,CITIGROUP,1/27/2015,1/29/2015,3.119
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1068,CHINA YURUN FOOD GROUP LTD,200000,Sell,CITIGROUP,1/27/2015,1/29/2015,3.1243
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1370,HENGSHI MINING INVESTMENTS LTD,20000,Sell,CITIGROUP,1/27/2015,1/29/2015,2.416
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2357,AVICHINA INDUSTRY & TECHNOLOGY CO LTD,600000,Sell,CITIGROUP,1/27/2015,1/29/2015,5.002
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3636,POLY CULTURE GROUP CORP LTD,11900,Sell,CITIGROUP,1/27/2015,1/29/2015,23.8012
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3636,POLY CULTURE GROUP CORP LTD,48100,Sell,CITIGROUP,1/27/2015,1/29/2015,23.8012
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1071,HUADIAN POWER INTL CORP LTD,1376000,Buy,CITIGROUP,1/28/2015,1/30/2015,6.7085
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,606,CHINA AGRI-INDUSTRIES HOLDINGS LTD,1500000,Sell,CITIGROUP,1/28/2015,1/30/2015,3.1098
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1370,HENGSHI MINING INVESTMENTS LTD,20000,Sell,CITIGROUP,1/28/2015,1/30/2015,2.384
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1071,HUADIAN POWER INTERNATIONAL CORP LTD,704000,Buy,CITIGROUP,1/29/2015,2/2/2015,6.721
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,606,CHINA AGRI-INDUSTRIES HOLDINGS LTD,32500,Sell,CITIGROUP,1/29/2015,2/2/2015,3.105
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,606,CHINA AGRI-INDUSTRIES HOLDINGS LTD,612500,Sell,CITIGROUP,1/29/2015,2/2/2015,3.105
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,816,HUADIAN FUXIN ENERGY CORP LTD,200000,Sell,CITIGROUP,1/29/2015,2/2/2015,3.7
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1370,HENGSHI MINING INVESTMENTS LTD,28000,Sell,CITIGROUP,1/29/2015,2/2/2015,2.3539
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,6899,OURGAME INTERNATIONAL HOLDINGS LTD,27000,Sell,CITIGROUP,1/29/2015,2/2/2015,3.15
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,384,CHINA GAS HOLDINGS LTD,1000000,Sell,CITIGROUP,1/30/2015,2/3/2015,12.0137
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,384,CHINA GAS HOLDINGS LTD,1000000,Sell,CITIGROUP,1/30/2015,2/3/2015,12.0034
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,606,CHINA AGRI-INDUSTRIES HOLDINGS LTD,2000000,Sell,CITIGROUP,1/30/2015,2/3/2015,3.1112
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1370,HENGSHI MINING INVESTMENTS LTD,20000,Sell,CITIGROUP,1/30/2015,2/3/2015,2.3335
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,606,CHINA AGRI-INDUSTRIES HOLDINGS LTD,203000,Sell,BANK OF AMERICA MERRILL,2/2/2015,2/4/2015,3.1025
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1370,HENGSHI MINING INVESTMENTS LTD,20000,Sell,BANK OF AMERICA MERRILL,2/2/2015,2/4/2015,2.328
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,489,DONGFENG MOTOR GROUP CO LTD,168000,Buy,BANK OF AMERICA MERRILL,2/3/2015,2/5/2015,11.12
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,570,WINTEAM PHARMACEUTICAL GROUP LTD,568000,Buy,BANK OF AMERICA MERRILL,2/3/2015,2/5/2015,5.1435
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,939,CHINA CONSTRUCTION BANK CORP,3000000,Buy,BANK OF AMERICA MERRILL,2/3/2015,2/5/2015,6.1869
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1370,HENGSHI MINING INVESTMENTS LTD,30000,Sell,BANK OF AMERICA MERRILL,2/3/2015,2/5/2015,2.326
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,570,WINTEAM PHARMACEUTICAL GROUP LTD,402800,Buy,BANK OF AMERICA MERRILL,2/4/2015,2/6/2015,5.144
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,570,WINTEAM PHARMACEUTICAL GROUP LTD,1021200,Buy,BANK OF AMERICA MERRILL,2/4/2015,2/6/2015,5.144
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,939,CHINA CONSTRUCTION BANK CORP,1600000,Buy,BANK OF AMERICA MERRILL,2/4/2015,2/6/2015,6.285
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1099,SINOPHARM GROUP CO,500000,Buy,BANK OF AMERICA MERRILL,2/4/2015,2/6/2015,28.052
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1109,CHINA RESOURCES LAND LTD,900000,Buy,BANK OF AMERICA MERRILL,2/4/2015,2/6/2015,19.804
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1044,HENGAN INTERNATIONAL GROUP CO LTD,20500,Sell,BANK OF AMERICA MERRILL,2/4/2015,2/6/2015,92.0463
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1370,HENGSHI MINING INVESTMENTS LTD,44000,Sell,BANK OF AMERICA MERRILL,2/4/2015,2/6/2015,2.3575
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,570,WINTEAM PHARMACEUTICAL GROUP LTD,50000,Buy,BANK OF AMERICA MERRILL,2/5/2015,2/9/2015,4.98
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1044,HENGAN INTERNATIONAL GROUP CO LTD,60000,Sell,BANK OF AMERICA MERRILL,2/5/2015,2/9/2015,91.6752
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,941,CHINA MOBILE LTD,49000,Sell,BANK OF AMERICA MERRILL,2/6/2015,2/10/2015,106.501
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1370,HENGSHI MINING INVESTMENTS LTD,20000,Sell,BANK OF AMERICA MERRILL,2/9/2015,2/11/2015,2.353
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1099,SINOPHARM GROUP CO,52000,Buy,HAITONG SECURITIES CO LTD,2/10/2015,2/12/2015,27.2981
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,82,V1 GROUP LTD,750000,Sell,HAITONG SECURITIES CO LTD,2/10/2015,2/12/2015,0.58
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,981,SEMICONDUCTOR MANUFACTURING INTL CORP,4000000,Sell,HAITONG SECURITIES CO LTD,2/10/2015,2/12/2015,0.717
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2313,SHENZHOU INTERNATIONAL GROUP HOLDINGS LTD,110000,Sell,HAITONG SECURITIES CO LTD,2/10/2015,2/12/2015,29.0641
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2313,SHENZHOU INTERNATIONAL GROUP HOLDINGS LTD,110000,Sell,CHINA CONSTRUCTION BANK,2/11/2015,2/13/2015,29.2232
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,939,CHINA CONSTRUCTION BANK CORP,3000000,Buy,CHINA CONSTRUCTION BANK,2/12/2015,2/16/2015,6.3297
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,967,SOUND GLOBAL LTD,17000000,Buy,CHINA CONSTRUCTION BANK,2/16/2015,2/23/2015,5.8041
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,606,CHINA AGRI-INDUSTRIES HOLDINGS LTD,74000,Sell,JP MORGAN SECURITIES PLC,2/16/2015,2/23/2015,3.2
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,967,SOUND GLOBAL LTD,8733000,Sell,CHINA CONSTRUCTION BANK,2/17/2015,2/24/2015,5.8842
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,967,SOUND GLOBAL LTD,4199400,Sell,CHINA CONSTRUCTION BANK,2/18/2015,2/24/2015,5.8882
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,606,CHINA AGRI-INDUSTRIES HOLDINGS LTD,169400,Sell,CHINA MERCHANTS SECS HK,2/23/2015,2/25/2015,3.2084
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,606,CHINA AGRI-INDUSTRIES HOLDINGS LTD,2024600,Sell,CHINA MERCHANTS SECS HK,2/23/2015,2/25/2015,3.2084
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,967,SOUND GLOBAL LTD,1625600,Sell,CHINA CONSTRUCTION BANK,2/23/2015,2/25/2015,6.1217
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1299,AIA GROUP LTD,500000,Buy,CHINA CONSTRUCTION BANK,2/24/2015,2/26/2015,45.4063
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,82,V1 GROUP LTD,646000,Sell,CHINA CONSTRUCTION BANK,2/24/2015,2/26/2015,0.66
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,337,GREENLAND HONG KONG HOLDINGS LTD,16200,Sell,CHINA CONSTRUCTION BANK,2/24/2015,2/26/2015,4.8329
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,337,GREENLAND HONG KONG HOLDINGS LTD,40000,Sell,CHINA CONSTRUCTION BANK,2/24/2015,2/26/2015,4.865
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,337,GREENLAND HONG KONG HOLDINGS LTD,983800,Sell,CHINA CONSTRUCTION BANK,2/24/2015,2/26/2015,4.8329
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,606,CHINA AGRI-INDUSTRIES HOLDINGS LTD,35200,Sell,CHINA CONSTRUCTION BANK,2/24/2015,2/26/2015,3.2
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,606,CHINA AGRI-INDUSTRIES HOLDINGS LTD,353800,Sell,CHINA CONSTRUCTION BANK,2/24/2015,2/26/2015,3.2
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,6899,OURGAME INTERNATIONAL HOLDINGS LTD,123000,Sell,CHINA CONSTRUCTION BANK,2/24/2015,2/26/2015,3.5655
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,6823,HKT TRUST/HKT LTD,1500000,Buy,CHINA CONSTRUCTION BANK,2/25/2015,2/27/2015,10.1739
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,82,V1 GROUP LTD,1800000,Sell,CHINA CONSTRUCTION BANK,2/25/2015,2/27/2015,0.63
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,606,CHINA AGRI-INDUSTRIES HOLDINGS LTD,1161000,Sell,UBS SECURITIES LLC,2/25/2015,2/27/2015,3.201
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1900,CHINA ITS HOLDINGS CO LTD,500000,Sell,CHINA CONSTRUCTION BANK,2/25/2015,2/27/2015,1.0406
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3636,POLY CULTURE GROUP CORP LTD,7000,Sell,CHINA CONSTRUCTION BANK,2/25/2015,2/27/2015,23.45
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,337,GREENLAND HONG KONG HOLDINGS LTD,640000,Sell,CHINA MERCHANTS SECS HK,2/26/2015,3/2/2015,4.9539
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,606,CHINA AGRI-INDUSTRIES HOLDINGS LTD,961000,Sell,CHINA MERCHANTS SECS HK,2/26/2015,3/2/2015,3.2102
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1370,HENGSHI MINING INVESTMENTS LTD,15000,Sell,CHINA MERCHANTS SECS HK,2/26/2015,3/2/2015,2.35
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,337,GREENLAND HONG KONG HOLDINGS LTD,1000000,Sell,CHINA MERCHANTS SECS HK,2/27/2015,3/3/2015,4.9633
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,606,CHINA AGRI-INDUSTRIES HOLDINGS LTD,75000,Sell,CHINA MERCHANTS SECS HK,2/27/2015,3/3/2015,3.21
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1900,CHINA ITS HOLDINGS CO LTD,500000,Sell,CHINA MERCHANTS SECS HK,2/27/2015,3/3/2015,1.0564
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,337,GREENLAND HONG KONG HOLDINGS LTD,1000000,Sell,CHINA MERCHANTS SECS HK,3/2/2015,3/4/2015,5.0327
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,579,BEIJING JINGNENG CLEAN ENERGY CO LTD,2000000,Sell,CHINA MERCHANTS SECS HK,3/2/2015,3/4/2015,3.3834
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,967,SOUND GLOBAL LTD,500000,Sell,CHINA MERCHANTS SECS HK,3/2/2015,3/4/2015,6.9088
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1900,CHINA ITS HOLDINGS CO LTD,500000,Sell,CHINA MERCHANTS SECS HK,3/2/2015,3/4/2015,1.0611
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,182,CHINA WINDPOWER GROUP LTD,3000000,Sell,CHINA MERCHANTS SECS HK,3/3/2015,3/5/2015,0.49
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,337,GREENLAND HONG KONG HOLDINGS LTD,330000,Sell,CHINA MERCHANTS SECS HK,3/3/2015,3/5/2015,5.0652
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,384,CHINA GAS HOLDINGS LTD,300000,Sell,CHINA MERCHANTS SECS HK,3/3/2015,3/5/2015,13.1
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,579,BEIJING JINGNENG CLEAN ENERGY CO LTD,672000,Sell,CHINA MERCHANTS SECS HK,3/3/2015,3/5/2015,3.4421
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,579,BEIJING JINGNENG CLEAN ENERGY CO LTD,678000,Sell,CHINA MERCHANTS SECS HK,3/3/2015,3/5/2015,3.4421
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,606,CHINA AGRI-INDUSTRIES HOLDINGS LTD,171000,Sell,CHINA MERCHANTS SECS HK,3/3/2015,3/5/2015,3.2
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1370,HENGSHI MINING INVESTMENTS LTD,20000,Sell,CHINA MERCHANTS SECS HK,3/3/2015,3/5/2015,2.3375
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1900,CHINA ITS HOLDINGS CO LTD,210000,Sell,CHINA MERCHANTS SECS HK,3/3/2015,3/5/2015,1.07
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,6823,HKT TRUST/HKT LTD,50000,Buy,CHINA MERCHANTS SECS HK,3/4/2015,3/6/2015,10.196
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,337,GREENLAND HONG KONG HOLDINGS LTD,1000000,Sell,CHINA MERCHANTS SECS HK,3/4/2015,3/6/2015,5.0233
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,384,CHINA GAS HOLDINGS LTD,300000,Sell,CHINA MERCHANTS SECS HK,3/4/2015,3/6/2015,12.7359
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,579,BEIJING JINGNENG CLEAN ENERGY CO LTD,902000,Sell,CHINA MERCHANTS SECS HK,3/4/2015,3/6/2015,3.3076
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,967,SOUND GLOBAL LTD,500000,Sell,CHINA MERCHANTS SECS HK,3/4/2015,3/6/2015,6.8844
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,6899,OURGAME INTERNATIONAL HOLDINGS LTD,200000,Sell,CHINA MERCHANTS SECS HK,3/4/2015,3/6/2015,3.6285
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,489,DONGFENG MOTOR GROUP CO LTD,800000,Sell,CHINA MERCHANTS SECS HK,3/5/2015,3/9/2015,12.1417
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2357,AVICHINA INDUSTRY & TECHNOLOGY CO LTD,500000,Sell,CHINA MERCHANTS SECS HK,3/5/2015,3/9/2015,5.1572
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,388,HONG KONG EXCHANGES & CLEARING LTD,50000,Buy,CHINA MERCHANTS SECS HK,3/6/2015,3/10/2015,176.91
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1109,CHINA RESOURCES LAND LTD,386000,Buy,CHINA MERCHANTS SECS HK,3/6/2015,3/10/2015,19.7883
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1336,NEW CHINA LIFE INSURANCE CO LTD,157400,Buy,CHINA MERCHANTS SECS HK,3/6/2015,3/10/2015,40.2502
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2601,CHINA PACIFIC INSURANCE (GROUP) COMPANY LTD,685000,Buy,CHINA MERCHANTS SECS HK,3/6/2015,3/10/2015,37.6725
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1310,HKBN LTD,3484000,Buy,JP Morgan,3/5/2015,3/12/2015,9
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3636,POLY CULTURE GROUP CORP LTD,70000,Sell,CHINA CONSTRUCTION BANK,3/9/2015,3/11/2015,24.8015
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2601,CHINA PACIFIC INSURANCE (GROUP) COMPANY LTD,400000,Buy,BOCI SECURITIES,3/11/2015,3/13/2015,36.3425
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,337,GREENLAND HONG KONG HOLDINGS LTD,642000,Sell,BOCI SECURITIES,3/11/2015,3/13/2015,4.9075
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,337,GREENLAND HONG KONG HOLDINGS LTD,242000,Sell,BOCI SECURITIES,3/12/2015,3/16/2015,4.8021
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1299,AIA GROUP LTD,300000,Buy,HAITONG SECURITIES CO LTD,3/13/2015,3/17/2015,46.835
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,182,CHINA WINDPOWER GROUP LTD,2513600,Sell,HAITONG SECURITIES CO LTD,3/13/2015,3/17/2015,0.5
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,182,CHINA WINDPOWER GROUP LTD,2486400,Sell,HAITONG SECURITIES CO LTD,3/13/2015,3/17/2015,0.5
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,337,GREENLAND HONG KONG HOLDINGS LTD,1000000,Sell,BOCI SECURITIES,3/13/2015,3/17/2015,4.7424
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,967,SOUND GLOBAL LTD,400000,Sell,HAITONG SECURITIES CO LTD,3/13/2015,3/17/2015,7
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2018,AAC TECHNOLOGIES HOLDINGS INC,70000,Sell,HAITONG SECURITIES CO LTD,3/13/2015,3/17/2015,53.7511
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3636,POLY CULTURE GROUP CORP LTD,50000,Sell,HAITONG SECURITIES CO LTD,3/13/2015,3/17/2015,23.9065
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,6899,OURGAME INTERNATIONAL HOLDINGS LTD,30000,Sell,HAITONG SECURITIES CO LTD,3/13/2015,3/17/2015,3.5
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1044,HENGAN INTERNATIONAL GROUP CO LTD,5000,Buy,BOCI SECURITIES,3/16/2015,3/18/2015,85
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,337,GREENLAND HONG KONG HOLDINGS LTD,29000,Sell,BOCI SECURITIES,3/16/2015,3/18/2015,4.73
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,868,XINYI GLASS HOLDINGS LTD,338000,Sell,BOCI SECURITIES,3/16/2015,3/18/2015,4.5044
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2018,AAC TECHNOLOGIES HOLDINGS INC,10000,Sell,BOCI SECURITIES,3/16/2015,3/18/2015,54.1575
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2018,AAC TECHNOLOGIES HOLDINGS INC,60000,Sell,BOCI SECURITIES,3/16/2015,3/18/2015,54.1575
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,337,GREENLAND HONG KONG HOLDINGS LTD,83200,Sell,BOCI SECURITIES,3/18/2015,3/20/2015,4.8657
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,337,GREENLAND HONG KONG HOLDINGS LTD,1101800,Sell,BOCI SECURITIES,3/18/2015,3/20/2015,4.8657
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,337,GREENLAND HONG KONG HOLDINGS LTD,600,Sell,BOCI,3/18/2015,3/20/2015,4.84
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,686,UNITED PHOTOVOLTAICS GROUP LTD,140000,Sell,JEFFERIES  COMPANY,3/18/2015,3/20/2015,0.96
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,868,XINYI GLASS HOLDINGS LTD,100000,Sell,JEFFERIES  COMPANY,3/18/2015,3/20/2015,4.6996
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,6899,OURGAME INTERNATIONAL HOLDINGS LTD,167000,Sell,JEFFERIES  COMPANY,3/18/2015,3/20/2015,3.4079
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2601,CHINA PACIFIC INSURANCE (GROUP) COMPANY LTD,2638000,Buy,GOLDMAN SACHS,3/19/2015,3/23/2015,36.77
